what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1746685163540
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1746685163540
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1746685163540
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1746685163543
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1746685163543
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1746685163545
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1746685163545
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1746685163545
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1746685163545
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1746685163545
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1746685163547
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1746685163547
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1746685163547
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1746685163547
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1746685163559
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1746685163559
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1746685163559
os,sysinfo,,,"win32",1746685163563
arch,sysinfo,,,"x86",1746685163563
ws,sysinfo,,,"win32",1746685163563
locale,sysinfo,,,"en_US",1746685163563
processors,sysinfo,,,"16",1746685163563
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1746685163563
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1746685163563
java.specification.name,sysinfo,,,"Java Platform API Specification",1746685163563
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1746685163563
java.specification.version,sysinfo,,,"1.6",1746685163563
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1746685163563
java.version,sysinfo,,,"1.6.0_23",1746685163563
java.vm.info,sysinfo,,,"mixed mode",1746685163563
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1746685163563
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1746685163563
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1746685163563
java.vm.specification.version,sysinfo,,,"1.0",1746685163563
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1746685163563
java.vm.version,sysinfo,,,"19.0-b09",1746685163563
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1746685163868
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1746685163878
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1746685163929
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1746685163942
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1746685165582
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1746685304503
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1746685305937
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1746685307593
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1746685307723
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1746685329373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746685331696
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746685336387
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746685340262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746685459702
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746685464395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746685470632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746685471122
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746685478369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746685479199
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746685485623
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746685488998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746685492069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746685492363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746685511380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746685514537
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746685516970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746685517154
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746685526910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746685542183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746687138888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746687142469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746687145349
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746687145421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746687147687
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1746687147971
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1746687148118
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746687148227
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1746687148444
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1747591481649
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1747591481650
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1747591481652
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1747591481652
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1747591481653
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1747591481653
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1747591481654
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1747591481654
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1747591481654
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1747591481654
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1747591481655
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1747591481657
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1747591481658
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1747591481658
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1747591481658
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1747591481659
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1747591481659
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1747591481660
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1747591481661
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1747591481661
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1747591481663
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1747591481663
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1747591481665
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1747591481666
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1747591481666
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1747591481667
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1747591481668
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1747591481669
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1747591481670
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1747591481671
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1747591481672
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1747591481673
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1747591481673
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1747591481673
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1747591481675
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1747591481675
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1747591481675
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1747591481677
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1747591481678
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1747591481679
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1747591481679
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1747591481680
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1747591481681
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1747591481682
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1747591481682
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1747591481683
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1747591481684
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1747591481684
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1747591481684
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1747591481685
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1747591481863
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1747591481863
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1747591481864
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1747591481864
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1747591481866
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1747591481866
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1747591481867
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1747591481869
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1747591481869
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1747591481871
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1747591481872
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1747591481872
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1747591481872
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1747591481873
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1747591481874
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1747591481876
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1747591481876
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1747591481877
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1747591481877
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1747591481879
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1747591481879
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1747591481880
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1747591481881
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1747591481882
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1747591481884
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1747591481884
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1747591481884
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1747591481886
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1747591481887
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1747591481888
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1747591481888
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1747591481888
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1747591481889
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1747591481890
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1747591481890
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1747591481892
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1747591481902
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1747591481903
os,sysinfo,,,"win32",1747591481906
arch,sysinfo,,,"x86",1747591481906
ws,sysinfo,,,"win32",1747591481906
locale,sysinfo,,,"en_US",1747591481906
processors,sysinfo,,,"16",1747591481906
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1747591481906
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1747591481906
java.specification.name,sysinfo,,,"Java Platform API Specification",1747591481906
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1747591481906
java.specification.version,sysinfo,,,"1.6",1747591481906
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1747591481906
java.version,sysinfo,,,"1.6.0_23",1747591481906
java.vm.info,sysinfo,,,"mixed mode",1747591481906
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1747591481906
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1747591481906
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1747591481906
java.vm.specification.version,sysinfo,,,"1.0",1747591481906
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1747591481906
java.vm.version,sysinfo,,,"19.0-b09",1747591481906
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1747591481910
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1747591482007
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1747591482030
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1747591482600
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1747591482655
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1747591482731
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1747591482791
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1747591482922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747591483164
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1747591484781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747591495557
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747591496055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747591505143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747591507152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747591508761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747591517015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747591520977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747591530592
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747591536004
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747591536450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747591536833
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747591548463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747591551910
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747591556861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747591557128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747591563307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747591566534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747591570494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747591571711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747591575252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747591575537
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747592755691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747592757168
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747592780804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747592781671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747596056470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747596057726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747596058610
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1747596058840
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747596059186
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1747596059541
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1747596060082
