what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679457527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679467154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679495701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679515207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679525953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679532030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679532631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679559769
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679561336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679565093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679565365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679568912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679571391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679575853
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679576124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679628720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679631358
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679642213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679642546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679650428
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679652489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679658818
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679659047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679689850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679692027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679700495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679700792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679707396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679708789
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679714514
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679714929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679732028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679735183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679760536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679761251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679761972
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746679762475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746680468187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746680514941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746680516141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746680517572
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1746680517662
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746680517737
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1746680517919
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1746680517919
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1746680517919
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1746680518929
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1746680518929
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1746680518929
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1746680518929
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1746680518929
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1746680518929
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1746680518930
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1746680518930
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1746680518930
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1746680518930
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1746680518930
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1746680518930
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1746685163286
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1746685163286
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1746685163288
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1746685163288
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1746685163288
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1746685163288
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1746685163290
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1746685163290
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1746685163290
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1746685163290
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1746685163290
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1746685163292
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1746685163292
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1746685163292
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1746685163292
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1746685163292
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1746685163292
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1746685163294
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1746685163294
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1746685163294
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1746685163294
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1746685163296
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1746685163296
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1746685163296
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1746685163296
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1746685163298
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1746685163298
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1746685163298
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1746685163298
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1746685163300
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1746685163300
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1746685163302
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1746685163302
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1746685163302
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1746685163302
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1746685163302
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1746685163304
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1746685163304
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1746685163304
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1746685163304
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1746685163304
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1746685163304
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1746685163308
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1746685163308
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1746685163308
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1746685163308
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1746685163308
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1746685163308
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1746685163308
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1746685163308
